Date,Open,High,Low,Close,Adj Close,Volume
17-11-2014,478.46463,489.138458,478.46463,487.974487,463.794006,4718535
18-11-2014,488.098328,494.165802,487.974487,489.683289,465.418091,6188980
19-11-2014,489.683289,491.34256,483.665344,484.482574,460.475128,3737834
20-11-2014,484.408295,487.231537,480.594452,485.770386,461.699127,5234340
21-11-2014,485.497955,495.800293,485.497955,494.165802,469.678467,5417950
24-11-2014,495.404053,497.360504,486.240936,488.048798,463.864594,5734696
25-11-2014,487.924957,492.778961,482.080353,491.83786,467.465912,6740759
26-11-2014,491.31781,491.83786,486.686707,488.890808,464.664856,6071160
27-11-2014,490.351959,491.83786,486.909576,489.683289,465.418091,5667200
28-11-2014,490.203369,503.89856,486.983887,491.14444,466.806854,9636658
01-12-2014,489.856659,491.31781,474.774597,476.285278,452.684021,8021875
02-12-2014,476.483398,481.064972,474.502197,476.805359,453.178284,4362578
03-12-2014,474.774597,482.427063,474.774597,479.628601,455.861633,4518016
04-12-2014,479.504761,482.897614,473.363007,474.774597,451.248199,4972796
05-12-2014,475.988098,478.95993,473.065796,474.180237,450.683289,4637273
08-12-2014,475.492798,476.904419,466.701141,467.865112,444.681061,4725197
09-12-2014,466.082001,470.886475,461.128967,465.512421,442.444977,4891321
10-12-2014,461.351837,466.057251,460.633667,461.896667,439.008331,6111529
11-12-2014,460.138336,460.138336,447.433777,448.820618,426.580292,10439430
12-12-2014,449.241638,451.22287,435.546448,437.032379,415.37619,8249240
15-12-2014,434.853027,436.759949,431.905975,435.274048,413.705017,5837033
16-12-2014,434.283417,437.478149,425.813721,428.240692,407.020172,9639014
17-12-2014,428.562653,433.342346,428.166412,430.667694,409.326843,9589943
18-12-2014,436.636139,438.24588,428.265472,435.917938,414.316956,6908975
19-12-2014,438.39447,449.935059,437.106659,446.046936,423.944031,9263934
22-12-2014,446.765106,449.142578,441.316772,448.201508,425.991852,3832822
23-12-2014,446.938477,447.830017,441.713013,442.678833,420.742798,4884148
24-12-2014,442.678833,444.362885,435.868408,437.92392,416.223511,10374401
26-12-2014,439.137421,442.134003,435.917938,440.251862,418.436157,2256799
29-12-2014,440.078491,445.303955,439.31076,444.288574,422.272797,3198960
30-12-2014,444.338104,444.982025,434.432007,435.942688,414.340485,5366049
31-12-2014,435.868408,442.753143,435.397858,441.391052,419.51889,3906592
01-01-2015,438.988831,441.812073,437.67627,439.781311,417.988892,1367720
02-01-2015,439.880371,443.818054,437.998199,438.61734,416.882629,3383424
05-01-2015,438.34494,441.267212,432.946106,433.812897,412.316223,4662967
06-01-2015,430.915344,432.401276,412.09375,414.124512,393.603455,8596809
07-01-2015,414.619812,425.36795,414.570282,423.139069,402.171387,9562421
08-01-2015,426.011841,427.398682,416.130493,417.071564,396.404541,9171029
09-01-2015,420.216766,426.952911,418.532715,426.110901,404.995911,6180769
12-01-2015,426.209961,426.457611,416.848694,421.157837,400.288239,4661200
13-01-2015,422.495178,423.460999,416.303864,417.616425,396.922363,4591328
14-01-2015,417.542114,419.523346,411.69751,413.554901,393.062042,5251887
15-01-2015,416.056213,431.460175,416.056213,428.067352,406.855438,7811847
16-01-2015,425.962311,433.391876,422.024628,430.766754,409.421051,8831705
19-01-2015,431.014404,438.84024,425.34317,435.695038,414.105072,6156390
20-01-2015,436.611359,448.523438,435.298798,447.285187,425.120972,6166247
21-01-2015,448.251038,451.42099,441.836823,449.117798,426.862762,7884400
22-01-2015,448.325317,449.340698,435.620758,437.7258,416.035248,10947527
23-01-2015,440.821442,444.684845,434.382477,439.286011,417.518158,8344145
27-01-2015,442.257843,444.139984,436.116058,440.350922,418.530304,8279250
28-01-2015,438.889771,450.628479,438.889771,449.167328,426.909882,8906082
29-01-2015,449.291168,462.862518,449.192108,460.336456,437.525452,16668291
30-01-2015,460.633667,461.252777,450.232239,453.327911,430.864258,10036145
02-02-2015,453.724152,455.631073,448.597748,449.761719,427.474731,8908197
03-02-2015,452.312531,466.007721,452.312531,464.39798,441.385773,7888109
04-02-2015,465.14093,467.468872,458.602905,460.039276,437.243011,6494638
05-02-2015,463.605469,465.53717,454.491882,457.513245,434.842163,5706742
06-02-2015,457.711365,460.633667,447.260406,450.678009,428.345642,4174655
09-02-2015,446.368866,454.690002,441.812073,444.139984,422.131592,4079516
10-02-2015,444.783905,448.003387,426.606201,436.859009,415.211456,6299938
11-02-2015,438.84024,448.127197,437.354309,446.121216,424.014618,4513933
12-02-2015,449.736938,452.684021,439.459351,450.306549,427.992584,4019490
13-02-2015,452.708771,456.076843,450.257019,454.442352,431.923462,3412182
16-02-2015,455.036713,457.760895,445.774506,447.161346,425.003235,5661079
18-02-2015,445.774506,449.736938,443.000793,446.591766,424.461853,4538867
19-02-2015,449.216858,449.538818,439.607971,446.789886,424.650177,4407617
20-02-2015,443.421814,443.793274,431.559235,432.450806,411.021637,8637984
23-02-2015,430.890594,434.258667,419.572876,421.727448,400.829651,6509207
24-02-2015,423.114288,424.377319,414.570282,416.774384,396.122009,9205176
25-02-2015,420.414886,424.228729,416.576263,417.616425,396.922363,7049002
26-02-2015,419.077576,421.009247,414.372162,417.046814,396.380951,9903671
27-02-2015,419.795746,426.457611,418.334595,423.758209,402.759796,8611300
28-02-2015,null,null,null,null,null,null
02-03-2015,430.420044,433.639526,423.758209,428.067352,406.855438,6728442
03-03-2015,430.420044,448.969208,429.627563,446.170746,424.061737,9523937
04-03-2015,448.746338,450.554199,435.893158,439.756561,417.965393,6680693
05-03-2015,442.059723,445.155365,434.952087,438.32016,416.600159,4945756
09-03-2015,438.39447,441.688232,428.017822,430.742004,409.397522,6491176
10-03-2015,430.395294,433.788116,423.683899,425.54129,404.454529,7030516
11-03-2015,426.432831,430.717224,422.197998,423.956329,402.948059,5369953
12-03-2015,424.97168,429.627563,423.782959,427.844452,406.643524,5437566
13-03-2015,430.420044,430.717224,419.523346,421.058777,400.194153,5970034
16-03-2015,421.752197,422.965698,416.204803,417.096344,396.42807,6387153
17-03-2015,421.281677,425.912781,416.551514,424.4021,403.371765,8800839
18-03-2015,424.476379,432.029785,423.337189,430.246704,408.926788,4278050
19-03-2015,433.664307,434.233887,423.040009,424.055389,403.042267,6430821
20-03-2015,424.92215,426.531891,420.315826,423.040009,402.077209,4802236
23-03-2015,424.228729,427.943512,415.115112,417.022034,396.357391,6115649
24-03-2015,417.096344,423.139069,417.096344,419.993866,399.182007,4263534
25-03-2015,420.513947,420.761597,416.551514,418.483185,397.746155,4737268
26-03-2015,416.601044,420.637787,408.180847,410.756439,390.402252,9516748
27-03-2015,413.034851,413.579681,396.962189,402.039063,382.116882,10765370
30-03-2015,404.466064,405.010895,394.485657,401.568542,381.669708,7998063
31-03-2015,405.159485,412.539551,405.159485,409.121948,388.848785,9338631
01-04-2015,408.577087,415.560913,402.732483,414.099762,393.579987,6732605
06-04-2015,414.074982,415.065582,406.843536,408.453278,388.213257,5692183
07-04-2015,409.146698,414.124512,409.146698,412.514771,392.073517,9818618
08-04-2015,412.836731,430.667694,412.539551,428.884613,407.632172,11454982
09-04-2015,428.686493,445.279205,425.36795,443.347504,421.378357,12588063
10-04-2015,443.273224,450.133179,440.375671,447.929077,425.73291,11686661
13-04-2015,449.142578,458.033295,445.155365,456.918854,434.277252,9311840
15-04-2015,456.175903,465.38858,449.340698,457.488464,434.818634,10259724
16-04-2015,457.909485,464.5961,455.185303,459.816406,437.03125,9311821
17-04-2015,463.134949,467.716522,456.968384,459.073456,436.325043,11056926
20-04-2015,464.24939,464.323669,435.125458,438.66687,416.929657,17365390
21-04-2015,440.895752,443.545624,432.128845,434.110077,412.598663,8171780
22-04-2015,436.809479,439.2117,429.429443,435.744568,414.152191,6812343
23-04-2015,437.77533,440.524261,430.444824,434.407257,412.881134,6155401
24-04-2015,434.382477,438.07251,430.246704,435.323578,413.752075,5865595
27-04-2015,435.893158,439.583191,431.633545,433.540466,412.057312,5096308
28-04-2015,433.243286,436.859009,425.24411,428.537903,407.302643,6778219
29-04-2015,426.952911,431.187775,419.721466,421.009247,400.147034,7563040
30-04-2015,421.009247,428.884613,419.993866,427.126282,405.960968,16061186
04-05-2015,429.033203,442.753143,426.209961,441.291992,419.424683,6958726
05-05-2015,442.654083,446.666046,438.39447,441.886353,419.989624,8236274
06-05-2015,440.821442,444.164764,431.905975,435.992218,414.387543,10355229
07-05-2015,433.391876,435.100677,425.962311,431.286835,409.915314,7723447
08-05-2015,431.410645,442.678833,426.507141,440.672852,423.70224,7893697
11-05-2015,442.233063,445.502075,437.552429,443.768524,426.67865,6559762
12-05-2015,443.248444,443.248444,428.513123,430.271454,413.701385,7684065
13-05-2015,432.574615,440.152802,424.575439,438.39447,421.511536,7707709
14-05-2015,438.84024,438.939301,431.063934,434.976868,418.225586,5690160
15-05-2015,436.809479,439.31076,430.964874,432.871796,416.201538,3845085
18-05-2015,433.342346,442.802673,432.005035,441.589172,424.583191,4544638
19-05-2015,441.440582,448.127197,439.137421,443.570404,426.488159,6697763
20-05-2015,445.972626,451.22287,444.635315,450.157959,432.821991,4019151
21-05-2015,451.34668,453.402191,442.852203,444.164764,427.059631,4965518
22-05-2015,444.288574,448.548218,444.288574,447.681427,430.440857,3853084
25-05-2015,445.774506,449.736938,441.985413,443.050323,425.988129,3053900
26-05-2015,443.297974,443.793274,437.205719,438.14682,421.273407,4388978
27-05-2015,438.84024,441.267212,435.967468,438.49353,421.606842,3728104
28-05-2015,438.76593,442.926514,431.905975,433.788116,417.082581,12247683
29-05-2015,435.818878,439.06311,432.450806,434.382477,417.654083,13511569
01-06-2015,435.868408,448.201508,434.877808,446.888947,429.678894,9043078
02-06-2015,448.622498,455.086243,441.539642,445.105835,427.964447,9312587
03-06-2015,445.279205,450.950439,440.078491,443.966644,426.86911,7174605
04-06-2015,447.854797,453.798431,442.084473,452.06488,434.655518,7352336
05-06-2015,450.678009,454.169922,447.978607,449.613129,432.298157,6030112
08-06-2015,449.142578,450.727539,437.403839,438.56781,421.678223,5005867
09-06-2015,437.62674,441.143402,434.555847,437.701019,420.844849,4224271
10-06-2015,438.84024,450.678009,438.34494,448.647278,431.369537,6234576
11-06-2015,448.746338,450.479889,432.723206,434.456787,417.725525,6773174
12-06-2015,435.373108,442.158783,435.001617,440.747162,423.773651,9942471
15-06-2015,443.248444,448.251038,440.821442,446.641296,429.440765,5934228
16-06-2015,445.279205,448.251038,442.406433,447.730957,430.488434,6428372
17-06-2015,448.275787,466.750671,442.802673,461.228027,443.46582,12106356
18-06-2015,461.896667,486.389526,461.871918,484.878845,466.205811,22782770
19-06-2015,486.637177,498.474945,486.637177,493.645721,474.63501,21095589
22-06-2015,493.794312,499.614166,488.618378,491.19397,472.27774,8950414
23-06-2015,491.66452,496.642334,490.84726,492.828491,473.849243,7387458
24-06-2015,492.828491,498.499725,488.692688,490.797729,471.896667,8585283
25-06-2015,488.866028,499.762756,487.875427,497.558655,478.397308,12541312
26-06-2015,495.255463,502.288818,493.026611,495.651703,476.563812,9676173
29-06-2015,489.311798,492.258881,481.436462,490.772949,471.872894,9307965
30-06-2015,490.302429,496.716614,489.361328,495.354523,476.278046,10699811
01-07-2015,495.800293,500.480927,495.800293,498.103485,478.921173,6841396
02-07-2015,499.762756,505.08728,498.821655,500.679077,481.397522,7352247
03-07-2015,500.134216,502.140198,496.815674,498.871185,479.659271,6383048
06-07-2015,493.373322,504.66626,492.927551,503.006989,483.635773,5647711
07-07-2015,500.753357,503.527069,495.304993,496.914734,477.778137,5212640
08-07-2015,493.249481,499.614166,491.16922,493.620972,474.611267,7010484
09-07-2015,493.323792,495.800293,486.959106,489.064148,470.229919,7497465
10-07-2015,490.89679,497.286224,490.475769,496.196564,477.087677,7435026
13-07-2015,496.196564,501.496307,492.902771,498.772125,479.564026,4550503
14-07-2015,499.713226,501.001007,492.927551,494.215332,475.182709,4588659
15-07-2015,495.181183,502.437408,495.082123,500.827667,481.540375,6245436
16-07-2015,501.248657,509.074493,500.827667,507.043732,487.51709,6855254
17-07-2015,507.811462,510.733765,504.22049,506.053131,486.564667,4705056
20-07-2015,509.074493,510.139374,504.170959,507.563812,488.01712,2929764
21-07-2015,509.173553,509.396423,496.667084,499.168396,479.945038,3656619
22-07-2015,497.781525,522.026733,497.583405,520.268372,500.232483,7988304
23-07-2015,521.803833,528.911438,515.711548,517.74231,497.80365,8603702
24-07-2015,519.079651,519.896912,505.755951,507.712402,488.160034,6045493
27-07-2015,507.638092,510.114624,496.171783,497.954895,478.778259,9284709
28-07-2015,499.416046,503.576599,495.354523,500.381866,481.111786,6176196
29-07-2015,500.010406,501.595367,491.39209,493.323792,474.3255,6825961
30-07-2015,495.354523,499.267456,491.49115,495.379303,476.30188,5400115
31-07-2015,495.304993,499.217926,490.351959,496.221313,477.11142,7676708
03-08-2015,495.800293,502.164978,495.007813,496.518494,477.397217,4563212
04-08-2015,496.989044,498.103485,485.398895,489.361328,470.515625,5541169
05-08-2015,489.485168,495.701233,487.429657,489.237518,470.396606,6620219
06-08-2015,490.84726,491.34256,484.160645,484.878845,466.205811,4018758
07-08-2015,484.903595,492.33316,483.987274,487.553467,468.777405,3973000
10-08-2015,487.627777,489.757599,477.72168,479.901031,461.419678,4286823
11-08-2015,480.941162,482.253723,474.502197,478.46463,460.038605,4043875
12-08-2015,477.275909,478.46463,465.859131,467.023102,449.037659,4453623
13-08-2015,469.053833,472.496216,460.336456,462.292938,444.489685,4310570
14-08-2015,465.710541,481.436462,462.763458,478.935181,460.491028,5879215
17-08-2015,478.46463,478.46463,468.583313,470.886475,452.752289,5010702
18-08-2015,473.511597,473.511597,466.676361,467.617462,449.609161,3059898
19-08-2015,467.567932,475.988098,465.31427,472.818146,454.609589,4096871
20-08-2015,475.468048,475.468048,452.584961,453.847961,436.369934,8772229
21-08-2015,450.727539,451.66864,444.288574,449.712189,432.393433,9253312
24-08-2015,435.868408,435.868408,405.159485,410.88028,395.056946,16445872
25-08-2015,416.477203,426.284241,407.735077,420.092926,403.914825,22846211
26-08-2015,419.919586,433.292816,416.056213,422.693298,406.415039,8747967
27-08-2015,429.330383,436.487549,424.50116,430.494354,413.91568,12459363
28-08-2015,433.391876,437.354309,428.983673,432.104095,415.46344,4970452
31-08-2015,432.326965,432.326965,422.891418,423.931549,407.605621,9557173
01-09-2015,422.940948,422.940948,413.629211,415.981903,399.962097,9989485
02-09-2015,421.009247,424.525909,417.343994,420.786377,404.581543,9069565
03-09-2015,423.015228,426.333771,418.235535,422.916168,406.629364,5381078
04-09-2015,420.860657,420.860657,408.676147,414.025452,398.080994,7476274
07-09-2015,415.189423,418.037415,409.963959,412.688141,396.795227,4723281
08-09-2015,414.074982,422.470398,408.676147,420.315826,404.12912,5953563
09-09-2015,426.457611,435.224518,421.256897,432.921326,416.249207,8002727
10-09-2015,426.457611,431.162994,423.733429,429.429443,412.891754,5110836
11-09-2015,431.905975,433.936707,424.080139,426.432831,410.01059,4907973
14-09-2015,426.829102,428.785553,421.950317,427.869232,411.391632,3675418
15-09-2015,426.952911,430.915344,423.782959,429.429443,412.891754,5311765
16-09-2015,431.955505,434.555847,428.537903,432.178375,415.534851,6195548
18-09-2015,435.100677,445.526855,434.456787,443.496094,426.416687,15811655
21-09-2015,435.868408,439.929901,433.911957,434.927338,418.177979,5875902
22-09-2015,435.868408,438.29541,418.285065,419.969116,403.795776,7266556
23-09-2015,417.542114,424.377319,416.056213,421.182617,404.962585,7024609
24-09-2015,420.018646,420.018646,413.455841,414.743652,398.771545,13419022
28-09-2015,415.957153,416.501984,410.459259,413.208191,397.295227,5364769
